XML-ID,Wikidata_ID,Viaf ID,NHRP ID,Given Name,Surname,Name,Year of Birth,Year of Death,Lifespan,Country of co=itizenship,Occupation,Instance,Gender,Brief Description
peTLin,,,,TH.,LINDENLAUB,TH. LINDENLAUB,,,,,,human,,fransk lektor (
peGL,Q5957493,14748244,,[KARL] GUSTAF [OSKAR EUGEN],LINDQVIST,[KARL] GUSTAF [OSKAR EUGEN] LINDQVIST,1872,1946,1872-1946,Sweden,writer,human,male,svensk forfatter.
peTL,,,,[FRANS] THEODOR,LINDSTRAND,[FRANS] THEODOR LINDSTRAND,1823,1899,1823-1899,,,human,,"svensk diplomat (Anker 2, 80)."
peELin,,,,EMMA,LINDSTRÖM,EMMA LINDSTRÖM,,,,,,human,,svensk skuespillerinne.
peHLi,Q74416,27257467,,HERMANN,LINGG,HERMANN LINGG,1820,1905,1820-1905,Kingdom of Bavaria,physician,human,male,tysk dikter.
peALin,Q29024284,89594628,,ANTON,LINSMAYER,ANTON LINSMAYER,1827,1886,1827-1886,,teacher,human,male,tysk skolemann.
peNiLi,,,,NINA,LIPINER,NINA LIPINER,1855,,1855-,,,human,,østerriksk forfatterhustru.
peSiLi,Q326460,5732877,,SIEGFRIED,LIPINER,SIEGFRIED LIPINER,1856,1911,1856-1911,Austria-Hungary,writer,human,male,polsk-østerriksk forfatter og bibliotekar.
peJvdL,,,,JAKOB VON DER,LIPPE,JAKOB VON DER LIPPE,1828,1900,1828-1900,,,human,,norsk bankkasserer.
peALCL,Q12301575,276981350,,ANDREAS LAURITZ CARL,LISTOV,ANDREAS LAURITZ CARL LISTOV,1817,1889,1817-1889,Denmark,priest,human,male,dansk prest og kirkehistoriker.
peEL,Q52154887,10613491,,EDMUND [ADOLF JOHANNES],LOBEDANZ,EDMUND [ADOLF JOHANNES] LOBEDANZ,1820,1882,1820-1882,,writer,human,male,"tysk journalist, forfatter og oversetter."
peEFL,Q5962069,224329067,,[ERNST] FERDINAND,LOCHMANN,[ERNST] FERDINAND LOCHMANN,1820,1891,1820-1891,Norway,professor,human,male,norsk lege.
peHLo,Q1612007,227732382,,HERMANN,LOESCHER,HERMANN LOESCHER,1830,1892,1830-1892,Germany,publisher,human,male,tysk-italiensk bokhandler og forlegger.
peCL,Q456881,56221667,,CHRISTIAN [JENSEN],LOFTHUS,CHRISTIAN [JENSEN] LOFTHUS,1750,1797,1750-1797,Norway,farmer,human,male,norsk bondefører.
peJL,,,,JOHAN [DAVID],LORANGE,JOHAN [DAVID] LORANGE,1834,1905,1834-1905,,,human,,norsk ingeniør.
peALo,,,,ANATOLE,LORENTZANI,ANATOLE LORENTZANI,,,,,,human,,italiensk husvert.
peAuLor,,,,AUG.,LORENZ,AUG. LORENZ,,,,,,human,,"bibliotekar i Den Skandinaviske Forening i Roma inntil våren 1867 (HU 19, 486; Knudtzon 1927)."
peLost,Q7107889,55544895,pg00000000415196,[JOHAN] LUDVIG,LOSTING,[JOHAN] LUDVIG LOSTING,1810,1876,1810-1876,Norway,illustrator,human,male,norsk maler og litograf.
peJoL,Q105598027,,,JOHAN,LOTHE,JOHAN LOTHE,1855,1932,1855-1932,Norway,politician,human,male,norsk apoteker.
peAsL,Q19587503,311190566,pf01053299003929,ASTRID,LOUS,ASTRID LOUS,1872,1945,1872-1945,Norway,singer,human,female,"norsk skuespillerinne, operasangerinne og sangpedagog."
peLov,Q130413,72150868282722071325,,,,LOVISA (Louise Vilhelmina Fredrika Alexandra Anna),1828,1871,1828-1871,Kingdom of the Netherlands,translator,human,female,dronning av Norge og Sverige 1859-71.
peLovi,Q232402,73149196634374792769,,,,LOVISA (Louise Josefina Eugenia),1851,1926,1851-1926,Sweden,consort,human,female,dansk kronprinsesse (dronning 1906-26).
peANL,,,,ALOIS N.,LUCEK,ALOIS N. LUCEK,1871,1894,1871-1894,,,human,,tsjekkisk oversetter (
peLu2,Q44039,64799557,,,,LUDVIG 2.,1845,1886,1845-1886,Kingdom of Bavaria,art collector,human,male,tysk monark.
peKaLu,,,,KAJ,LUDVIGSEN,KAJ LUDVIGSEN,1879,1902,1879-1902,,,human,,"sønn av Sara og Valdemar Ludvigsen, nevø av Susanna Isen (Thoresen 2009, . 1, 16). "
peSaLu,,,,SARA,LUDVIGSEN,SARA LUDVIGSEN,1844,,1844-,,,human,,norsk-dansk forretningsmannshustru.
peWaL,,,,VALDEMAR,LUDVIGSEN,VALDEMAR LUDVIGSEN,,,,,,human,,dansk fabrikkeier.
peAMLP,Q1206754,54187174,,AURÉLIEN [FRANÇOIS] MARIE,LUGNÉ-POË,AURÉLIEN [FRANÇOIS] MARIE LUGNÉ-POË,1869,1940,1869-1940,France,stage actor,human,male,fransk skuespiller og teaterleder.
peALu,,,,ALBERT MARINIUS,LUND,ALBERT MARINIUS LUND,1867,1959,1867-1959,,,human,,norsk journalist.
peCCL,,,,CARL CORNELIUS [CLARIN],LUND,CARL CORNELIUS [CLARIN] LUND,1824,1906,1824-1906,,,human,,norsk ingeniøroffiser (Strøm 2005).
peFSL,Q5499531,,pf01036392092265,FREDRIK STANG,LUND,FREDRIK STANG LUND,1859,1922,1859-1922,Norway,judge,human,male,norsk advokat.
peJLu,Q4566367,206061303,pf01036708011279,JOHN [THEODOR],LUND,JOHN [THEODOR] LUND,1842,1913,1842-1913,Norway,politician,human,male,norsk politiker.
peLL,,229856832,,[JOHAN] LUDVIG [MICHAEL],LUND,[JOHAN] LUDVIG [MICHAEL] LUND,1844,1912,1844-1912,,,human,,dansk zoolog og religionshistorisk forfatter.
peMLu,,,,MARIUS,LUND,MARIUS LUND,1852,1931,1852-1931,,,human,,norsk bokhandelbetjent (NBO PA).
peNL,,,,NILS,LUND,NILS LUND,1835,1914,1835-1914,,,human,,norsk bokhandler.
peSLu,Q7512883,87433296,pf01052994016718,SIGNE,LUND,SIGNE LUND,1868,1950,1868-1950,Norway,composer,human,female,norsk komponist og pianistinne.
peUL,,,,[ELISE] ULRIKKE,LUND,[ELISE] ULRIKKE LUND,1844,,1844-,,,human,,norsk bokhandlerhustru.
peJLAL,,,,[JOHAN] LORENTZ [ALEXANDER],LUNDGREN,[JOHAN] LORENTZ [ALEXANDER] LUNDGREN,1832,1905,1832-1905,,,human,,svensk grossist og teaterleder.
peABL,,,,CHRISTOPHER [ANKER BERG],LUNDH,CHRISTOPHER [ANKER BERG] LUNDH,1872,1924,1872-1924,,,human,,norsk offiser.
peMLut,Q9554,14773105,,MARTIN,LUTHER,MARTIN LUTHER,1483,1546,1483-1546,Electorate of Saxony,lawyer,human,male,tysk kirkereformator.
peML,Q4356895,27363638,,MIKAEL,LYBECK,MIKAEL LYBECK,1864,1925,1864-1925,Finland,writer,human,male,finsk forfatter.
peMLy,,,,MARIE,LYCHE,MARIE LYCHE,1870,1946,1870-1946,,,human,,norsk sykepleierske (NBO PA).
peVL,Q4586443,77457007,,[GEORG] VILHELM,LYNG,[GEORG] VILHELM LYNG,1827,1884,1827-1884,Norway,professor,human,male,norsk filosof.
peOKL,,,,OLAUS KRABBE,LYSHOLM,OLAUS KRABBE LYSHOLM,1840,1894,1840-1894,,,human,,norsk kjøpmann (Berntsen 2005).
peGLa,Q4562720,226293865,pf01052721110087,GUSTAV,LÆRUM,GUSTAV LÆRUM,1870,1938,1870-1938,Norway,illustrator,human,male,norsk tegner og billedhugger.
peArLo,Q4588027,90583149,pf01052055075765,ARNE,LØCHEN,ARNE LØCHEN,1850,1930,1850-1930,Norway,professor,human,male,"norsk filosof, psykolog og litteraturforsker."
peHvL,Q1613264,52459686,,HERMANN VON,LÖHNER,HERMANN VON LÖHNER,1842,1902,1842-1902,Austria,playwright,human,male,østerriksk litteraturhistoriker.
peJLo,Q1679208,42607840,,JAKOB [OLAUS],LØKKE,JAKOB [OLAUS] LØKKE,1829,1881,1829-1881,Norway,German scholar,human,male,"norsk skolemann, filolog og lærebokforfatter."
peMLo,,,,[INGER] MARIE [BIRGITTE],LØKKE,[INGER] MARIE [BIRGITTE] LØKKE,1830,1913,1830-1913,,,human,,norsk filologhustru.
peSoL,Q3200410,267655887,pf01036392054324,SØREN [BLOCH],LAACHE,SØREN [BLOCH] LAACHE,1854,1941,1854-1941,Norway,physician,human,male,norsk lege.
peHLaa,Q25430940,62145969942232250251,,HERMAN,LAADING,HERMAN LAADING,1813,1894,1813-1894,,,human,male,norsk teatermann og skolestyrer.
pePMa,,,,P. AAGE,MADSEN,P. AAGE MADSEN,1870,,1870-,,,human,,dansk oversetter.
peJNMad,Q708414,49356879,,JOHAN NICOLAI,MADVIG,JOHAN NICOLAI MADVIG,1804,1886,1804-1886,Denmark,politician,human,male,dansk filolog og politiker.
peCDM,Q11963614,,pf01036392235392,CHRISTEN [DAAE],MAGELSSEN,CHRISTEN [DAAE] MAGELSSEN,1841,1940,1841-1940,Norway,sculptor,human,male,norsk billedhugger.
peCFDM,,,,CHRISTIANE [FREDRIKKE],MAGELSSEN,CHRISTIANE [FREDRIKKE] MAGELSSEN,1814,1892,1814-1892,,,human,,norsk lærerinne.
peEMag,,,,[ADELE] ELVIRA,MAGELSSEN,[ADELE] ELVIRA MAGELSSEN,1857,1913,1857-1913,,,human,,italiensk-norsk billedhuggerhustru.
peTLM,,,,THORBJØRN LECHVE,MAGELSSEN,THORBJØRN LECHVE MAGELSSEN,1817,1905,1817-1905,,,human,,norsk politimester.
peBMa,,,,BETSY [WILHELMINE ANDREA MARIE],MALLING,BETSY [WILHELMINE ANDREA MARIE] MALLING,1828,1903,1828-1903,,,human,,norsk boktrykkerhustru.
pePTM,Q1571918,15996360,,PETER TIDEMAND,MALLING,PETER TIDEMAND MALLING,1807,1878,1807-1878,Norway,bookseller,human,male,"norsk boktrykker, bokhandler og forlegger."
peJAM,Q762949,19766996,,[JOHAN] AUGUST,MALMSTRÖM,[JOHAN] AUGUST MALMSTRÖM,1829,1901,1829-1901,Sweden,illustrator,human,male,svensk maler.
peCRLM,Q4993034,34175812,,[CHRISTOFFER RUTGER] LUDVIG,MANDERSTRÖM,[CHRISTOFFER RUTGER] LUDVIG MANDERSTRÖM,1806,1873,1806-1873,Sweden,politician,human,male,"svensk embetsmann, politiker og boksamler."
peMM,Q13426707,,,MIKKEL,MANDT,MIKKEL MANDT,1822,1882,1822-1882,Norway,painter,human,male,norsk maler.
peKALM,Q5975433,,,KRISTIAN [ANDREAS LEOPOLD],MANTZIUS,KRISTIAN [ANDREAS LEOPOLD] MANTZIUS,1819,1879,1819-1879,Denmark,actor,human,male,dansk skuespiller og oppleser.
peAMa,,,,,MAPPES,MAPPES,,,,,,human,,"muligens Anton Mappes f. 1868, tysk embetsmann som noen år var ansatt i Bayerisches Kulturministerium, og som senere ble forfatter og journalist (Anker 2, 111; DBI 3. utg.)."
peCMar,Q2947020,15664416,,CESARE,MARIANI,CESARE MARIANI,1826,1901,1826-1901,Kingdom of Italy,architect,human,male,italiensk genre- og historiemaler (Thieme-Becker).
peHMa,Q80348211,,pf01053257056706,HEDVIG [THERESIA FRANCISCA],MARIBO,HEDVIG [THERESIA FRANCISCA] MARIBO,1814,1891,1814-1891,Norway,philanthropist,human,female,norsk juristhustru.
peWAM,Q19398699,,pf01037028008997,WILHELM [ADELSTEN],MARIBO,WILHELM [ADELSTEN] MARIBO,1814,1901,1814-1901,Norway,jurist,human,male,norsk jurist.
peMaBe,Q311850,2521520,,AUGUSTE FERDINAND FRANÇOIS,MARIETTE,AUGUSTE FERDINAND FRANÇOIS MARIETTE,1821,1881,1821-1881,France,egyptologist,human,male,fransk egyptolog.
peMark,,,,,,MARKOS,,,,,,human,,biskop i Syria.
peMarkus,,,,,,MARKUS,,,,,,human,,ikke identifisert. Muligens sønn av Konrad Maurer.
peElMa,Q18916715,72154435,,ELISABETH,MARR,ELISABETH MARR,1828,1901,1828-1901,,writer,human,female,tysk forfatterinne.
peHeMa,Q1598262,20472669,,HEINRICH,MARR,HEINRICH MARR,1797,1871,1797-1871,Germany,stage actor,human,male,tysk skuespiller og regissør.
peHLMa,Q552875,67260686,,HANS [LASSEN],MARTENSEN,HANS [LASSEN] MARTENSEN,1808,1884,1808-1884,Denmark,priest,human,male,dansk biskop.
peCM,,,,CATHRINE,MARTINI,CATHRINE MARTINI,1828,,1828-,,,human,,norsk prestedatter (F 1865).
peFrkM,,,,"BENNY (f. 1864, d. etter 1940), OTILIA (1866-1955) og THEA (Theodora) (1868-1947)",MATTHIESSEN,"BENNY (f. 1864, d. etter 1940), OTILIA (1866-1955) og THEA (Theodora) (1868-1947) MATTHIESSEN",,,,,,human,,døtre av den norske lege Otto Tobias Matthiessen (1815-1900) og Mathilde Claudine Dahl (1823-99) (
peKM,Q77626,49718159,,KONRAD [VON],MAURER,KONRAD [VON] MAURER,1823,1902,1823-1902,Germany,jurist,human,male,tysk rettshistoriker.
peLM,Q104822,20041664,,LUDWIG,MAURER,LUDWIG MAURER,1859,1927,1859-1927,Germany,mathematician,human,male,tysk matematiker.
peVM,,,,VALERIE,MAURER,VALERIE MAURER,1833,,1833-,,,human,,tysk professorhustru.
peChMa,Q1090939,42599941,,CHÉRI,MAURICE,CHÉRI MAURICE,1805,1896,1805-1896,France,theatre manager,human,male,fransk-tysk teaterleder.
peMaxi,Q248793,71783802,,,,MAXIMOS FRA EFESOS,,0372,-0372,Ancient Rome,astrologer,human,male,gresk mystiker.
peAnMa,Q18744497,32759095,,ANDREAS,MAY,ANDREAS MAY,1817,1899,1817-1899,Germany,jurist,human,male,tysk jurist og dramatiker.
peJMay,Q77378756,,pg00000000646142,JACOB,MAYSON,JACOB MAYSON,1808,1881,1808-1881,Norway,actor,human,male,"dansk skuespiller, teaterleder og teatermaler."
peAM,,,,ALFREDO,MAZZA,ALFREDO MAZZA,,,,,,human,,italiensk jurist.
peJRMC,Q1388348,34522756,,JOHN RAMSAY,M’CULLOCH/MAC CULLOCH,JOHN RAMSAY M’CULLOCH/MAC CULLOCH,1789,1864,1789-1864,United Kingdom of Great Britain and Ireland,economist,human,male,britisk nasjonaløkonom og statistiker.
peASM,,,,SOFIE (Anna Sophie),MEGRUND,SOFIE (Anna Sophie) MEGRUND,1839,1920,1839-1920,,,human,,norsk prestehustru.
peCMe,,,,[HANS] CONRAD [THORESEN],MEGRUND,[HANS] CONRAD [THORESEN] MEGRUND,1874,1955,1874-1955,,,human,,norsk prest.
peDiM,Q5283683,228277213,,DITMAR,MEIDELL,DITMAR MEIDELL,1826,1900,1826-1900,Norway,librarian,human,male,norsk redaktør.
peHMe,,1110166,,HJALMAR [SIGVARD],MEIDELL,HJALMAR [SIGVARD] MEIDELL,1871,1957,1871-1957,,,human,,norsk tannlege og forfatter.
peSMe,Q5983438,39367346,,SIMON [SØRENSEN],MEISLING,SIMON [SØRENSEN] MEISLING,1787,1856,1787-1856,Denmark,translator,human,male,dansk filolog.
peEMe,Q354786,49233513,,[JEAN LOUIS] ERNEST,MEISSONNIER,[JEAN LOUIS] ERNEST MEISSONNIER,1815,1891,1815-1891,France,politician,human,male,"fransk maler, raderer, litograf og tegner."
peGPM,,,,PETER GABRIEL,MEISTERLIN,PETER GABRIEL MEISTERLIN,1873,1901,1873-1901,,,human,,norsk lege.
peEM,Q5985676,66448215,,ERNST [LUDWIG FILIP],MEYER,ERNST [LUDWIG FILIP] MEYER,1854,1914,1854-1914,Sweden,librarian,human,male,svensk bibliotekar og litteraturhistoriker.
peSM,Q543536,136065,,SOPHUS [AUGUST BERTHEL],MICHAËLIS,SOPHUS [AUGUST BERTHEL] MICHAËLIS,1865,1932,1865-1932,Denmark,writer,human,male,dansk forfatter.
peBMi,Q5592,24585191,,,,MICHELANGELO BUONAROTTI,1475,1564,1475-1564,Republic of Florence,architect,human,male,"italiensk billedhugger, maler og arkitekt."
peHTM,Q240782,27127837,,HARRIET [TAYLOR],MILL,HARRIET [TAYLOR] MILL,1807,1858,1807-1858,United Kingdom of Great Britain and Ireland,writer,human,female,engelsk kvinnesaksforkjemper.
peSMi,Q50020,100189299,,JOHN STUART,MILL,JOHN STUART MILL,1806,1873,1806-1873,United Kingdom of Great Britain and Ireland,writer,human,male,"britisk filosof, sosialøkonom og politisk teoretiker."
peMin,,,,MINA,,MINA,,,,,,human,,"tjenestepike hos Ibsen, ikke identifisert."
peHeMi,,,,HEINRICH,MINDEN,HEINRICH MINDEN,,1912,-1912,,,human,,tysk forlegger (Anonym 1913).
peGML,Q357154,125600,,[MAGNUS GUSTAF] GÖSTA,MITTAG-LEFFLER,[MAGNUS GUSTAF] GÖSTA MITTAG-LEFFLER,1846,1927,1846-1927,Sweden,mathematician,human,male,svensk matematiker.
peSML,Q96678756,,,SIGNE [EMILIA JULIA],MITTAG-LEFFLER,SIGNE [EMILIA JULIA] MITTAG-LEFFLER,1861,1921,1861-1921,Sweden,,human,female,svensk matematikerhustru.
peFM,Q90165,42605500,,FRIEDRICH,MITTERWURZER,FRIEDRICH MITTERWURZER,1842,1897,1842-1897,Austria,actor,human,male,tysk-østerriksk skuespiller.
pePM,,,,PAUL,MOCHMANN,PAUL MOCHMANN,,,,,,human,,tysk skolemann.
peHMod,Q454653,64807810,,HELENA,MODRZEJEWSKA/MODJESKA,HELENA MODRZEJEWSKA/MODJESKA,1840,1909,1840-1909,United States of America,actor,human,female,polsk-amerikansk skuespillerinne.
peAMo,,,,ABRAHAMA [BØCKMANN],MOE,ABRAHAMA [BØCKMANN] MOE,1844,1936,1844-1936,,,human,,norsk sjømannshustru.
peJMoe,Q470002,36968998,pf01038080002553,JØRGEN [ENGEBRETSEN],MOE,JØRGEN [ENGEBRETSEN] MOE,1813,1882,1813-1882,Union between Sweden and Norway,writer,human,male,"norsk geistlig, forfatter og folklorist."
peMoM,Q1720309,24677570,pf01036392062127,[INGEBRET] MOLTKE,MOE,[INGEBRET] MOLTKE MOE,1859,1913,1859-1913,Norway,writer,human,male,norsk folklorist.
peHMo,Q2587502,106967580,pf01036392044492,HENRIK,MOHN,HENRIK MOHN,1835,1916,1835-1916,Norway,astronomer,human,male,norsk meteorolog.
peWMo,Q17120006,,,WILHELM,MOHR,WILHELM MOHR,1820,1880,1820-1880,Norway,businessperson,human,male,norsk kjøpmann.
peHM,Q5990904,50027362,,[JOHAN] HARALD,MOLANDER,[JOHAN] HARALD MOLANDER,1858,1900,1858-1900,Sweden,writer,human,male,svensk forfatter og teatermann.
peCKFM,Q687173,46826881,,CHRISTIAN KNUD FREDERIK,MOLBECH,CHRISTIAN KNUD FREDERIK MOLBECH,1821,1888,1821-1888,Denmark,writer,human,male,dansk forfatter og kritiker.
peFrkMol,,,,frøken,MOLBECH,frøken MOLBECH,,,,,,human,,"Datter av C.K.F. Molech, sannsynligvis Johanne Charlotte eller Helga Marie, jf. kommentar til revet. "
peMMo,,,,MATHILDE,MOLBECH,MATHILDE MOLBECH,1841,1908,1841-1908,,,human,,dansk forfatterhustru.
peHCBM,Q44205,98817698,,HELMUTH [CARL BERNHARD GRAF] VON,MOLTKE,HELMUTH [CARL BERNHARD GRAF] VON MOLTKE,1800,1891,1800-1891,Germany,writer,human,male,prøyssisk offiser.
peTMom,Q25351,7402506,,[CHRISTIAN MATHIAS] THEODOR,MOMMSEN,[CHRISTIAN MATHIAS] THEODOR MOMMSEN,1817,1903,1817-1903,Denmark,writer,human,male,tysk oldtidsforsker.
peDGMo,Q694093,72192281,,DITLEV GOTHARDT,MONRAD,DITLEV GOTHARDT MONRAD,1811,1887,1811-1887,Denmark,farmer,human,male,dansk statsminister og biskop.
peMaMo,Q981668,72163383,pf01053257025874,MARCUS [JACOB],MONRAD,MARCUS [JACOB] MONRAD,1816,1897,1816-1897,Norway,professor,human,male,norsk filosof.
peEnMo,Q95249674,3240452,,ENRICO,MONTECORBOLI,ENRICO MONTECORBOLI,1839,,1839-,,playwright,human,male,"italiensk dramatiker og journalist (Anker 2, 106;"
peCMo,Q44652,68933209,,CHRISTIAN,MORGENSTERN,CHRISTIAN MORGENSTERN,1871,1914,1871-1914,Germany,writer,human,male,tysk forfatter og oversetter.
peBM,Q4960143,32377332,pf01052248000053,BREDO [HENRIK VON MUNTHE AF],MORGENSTIERNE,BREDO [HENRIK VON MUNTHE AF] MORGENSTIERNE,1851,1930,1851-1930,Norway,professor,human,male,norsk jurist og statsøkonom.
peOM,,,,OVE,MOSSIN,OVE MOSSIN,1850,1912,1850-1912,,,human,,norsk politiinspektør.
peEMo,Q1807063,142669607,pf01052721005398,ERNST,MOTZFELDT,ERNST MOTZFELDT,1842,1915,1842-1915,Norway,judge,human,male,norsk jurist og politiker.
peOVM,,,,OTTO VALDEMAR,MOURIER,OTTO VALDEMAR MOURIER,1843,1922,1843-1922,,,human,,dansk gartner.
peMou,,,,,MOUTHON,MOUTHON,,,,,,human,,språklærer i Dresden.
peOAM,,,,OLE ANDREAS,MOXNESS,OLE ANDREAS MOXNESS,1844,1913,1844-1913,,,human,,norsk fabrikkeier.
peAMu,,,,[ANNA MARIE] AMALIE,MUNCH,[ANNA MARIE] AMALIE MUNCH,1832,1905,1832-1905,,,human,,dansk-norsk dikterhustru.
peAnM,Q499674,17211702,pd00000012818921,ANDREAS,MUNCH,ANDREAS MUNCH,1811,1884,1811-1884,Norway,writer,human,male,norsk forfatter.
pePAM,Q561632,61898457,pl00000000000001,PETER ANDREAS,MUNCH,PETER ANDREAS MUNCH,1810,1863,1810-1863,Norway,historian,human,male,"norsk historiker, geograf og språkforsker."
peAMun,Q41580,9841576,,AXEL [MARTIN FREDRIK],MUNTHE,AXEL [MARTIN FREDRIK] MUNTHE,1857,1949,1857-1949,Sweden,screenwriter,human,male,svensk lege og forfatter.
peGM,Q1009816,9957971,pf01036373008237,GERHARD [PETER FRANTZ WILHELM],MUNTHE,GERHARD [PETER FRANTZ WILHELM] MUNTHE,1849,1929,1849-1929,Norway,illustrator,human,male,norsk maler.
peAdM,Q179680,54151927,,ALFRED,MUSSET,ALFRED MUSSET,1810,1857,1810-1857,France,writer,human,male,fransk forfatter.
peCAM,,,,CHRISTOPHER ANDREAS,MYHLENPHORT,CHRISTOPHER ANDREAS MYHLENPHORT,1837,1891,1837-1891,,,human,,norsk konsul.
peMMy,,,,MARIE,MYHLENPHORT,MARIE MYHLENPHORT,1845,,1845-,,,human,,norsk konsulhustru.
peMLMy,,,,MARIE LOUISE,MYHLENPHORT,MARIE LOUISE MYHLENPHORT,1884,1885,1884-1885,,,human,,norsk konsuldatter.
peCaMu,Q16760886,,pf01038310007691,CARL [ARNOLDUS],MÜLLER,CARL [ARNOLDUS] MÜLLER,1818,1893,1818-1893,Norway,politician,human,male,norsk skolemann.
peHHMu,,,,HILDUR [HEGERMANN],MÜLLER,HILDUR [HEGERMANN] MÜLLER,1840,,1840-,,,human,,norsk kjøpmannshustru.
peLuM,Q2582588,53145971395132330035,pd00000007442146,LUDVIG [AUGUST],MÜLLER,LUDVIG [AUGUST] MÜLLER,1868,1922,1868-1922,Norway,screenwriter,human,male,"norsk skuespiller, teatersjef og dramatisk forfatter."
peCoM,,,,CONSTANCE,MÜLLER,CONSTANCE MÜLLER,1834,1914,1834-1914,,,human,,tysk-norsk malerhustru.
peMorM,Q518139,55221517,,MORTEN,MÜLLER,MORTEN MÜLLER,1828,1911,1828-1911,Norway,painter,human,male,norsk maler
peOTFM,Q23720602,55233634,pf01038310007699,OTTO [THOTT FRITZNER],MÜLLER,OTTO [THOTT FRITZNER] MÜLLER,1864,1944,1864-1944,Norway,politician,human,male,norsk skolemann og politiker.
peSOM,Q4992359,74634692,,SOPHUS [OTTO],MÜLLER,SOPHUS [OTTO] MÜLLER,1846,1934,1846-1934,Denmark,archaeologist,human,male,dansk arkeolog.
peTM,,,,TOBIAS [ALEXANDER],MÜLLER,TOBIAS [ALEXANDER] MÜLLER,1830,,1830-,,,human,,norsk kjøpmann og skipsreder.
peMyr,,,,,MYRON,MYRON,,,,,,human,,gresk billedhugger.
peFPM,Q16649941,274166467,pf01038027003561,FRANTZ PECKEL,MØLLER,FRANTZ PECKEL MØLLER,1834,1901,1834-1901,,chemist,human,male,norsk kjemiker og farmasøyt.
peSMo,Q12002040,,pf01037979002748,SOPHIE [MAREN],MØLLER,SOPHIE [MAREN] MØLLER,1840,1920,1840-1920,Norway,writer,human,female,norsk lærerinne og botaniker.
peBiM,Q865168,12614777,,[CARL] BIRGER,MÖRNER,[CARL] BIRGER MÖRNER,1867,1930,1867-1930,Sweden,writer,human,male,svensk diplomat og forfatter.
peHJN,,,,[HANS] JACOB,NANDRUP,[HANS] JACOB NANDRUP,1829,1907,1829-1907,,,human,,norsk sakfører og lensmann.
peBN,Q4898939,27943806,,BETTY [ANNA MARIE],NANSEN,BETTY [ANNA MARIE] NANSEN,1873,1943,1873-1943,Denmark,actor,human,female,"dansk skuespillerinne, instruktør og teaterdirektør."
peFNa,Q72292,24638086,pf01052705005243,FRIDTJOF,NANSEN,FRIDTJOF NANSEN,1861,1930,1861-1930,Norway,photographer,human,male,"norsk naturforsker, polarfarer, humanist og diplomat."
pePN,Q4349086,27834098,,PETER,NANSEN,PETER NANSEN,1861,1918,1861-1918,Denmark,screenwriter,human,male,dansk forfatter og forlagsdirektør.
peNa1,Q517,106964661,,,,NAPOLEON 1.,1769,1821,1769-1821,France,Emperor,human,male,fransk general og keiser.
peNap3,Q7721,88934487,,,,NAPOLEON 3.,1808,1873,1808-1873,France,politician,human,male,fransk keiser.
peJAWN,Q67183,20475650,,JOHANN AUGUST WILHELM,NEANDER,JOHANN AUGUST WILHELM NEANDER,1789,1850,1789-1850,Germany,historian,human,male,tysk kirkehistoriker.
peTNe,,,,THORA [ELISABETH],NEELSEN,THORA [ELISABETH] NEELSEN,1848,1917,1848-1917,,,human,,norsk skuespillerinne.
peNel,,,,FRANKLIN E.,NEL[…],FRANKLIN E. NEL[…],,,,,,human,,"ikke identifisert, sannsynligvis autografsamler og identisk med brevets mottager."
peKNe,,,,KNUD [HVEBORG/WEBERG],NERGAARD,KNUD [HVEBORG/WEBERG] NERGAARD,1802,1855,1802-1855,,,human,,norsk embetsmann (
peNeum,,,,herr,NEUMANN,herr NEUMANN,,,,,,human,,"tysk billedhugger, ikke identifisert."
peFN,Q2042868,30434956,,FREDRIKKE [LUISE],NIELSEN,FREDRIKKE [LUISE] NIELSEN,1837,1912,1837-1912,Norway,actor,human,female,"norsk skuespillerinne, senere religiøs forkynner."
peHaNi,Q20871740,,pf01052359008756,HARALD [ANDREAS],NIELSEN,HARALD [ANDREAS] NIELSEN,1831,1882,1831-1882,Norway,photographer,human,male,"norsk skuespiller, regissør og teaterleder."
pePINie,Q63323593,93149066342965600227,,[PETER] IVAR,NIELSEN,[PETER] IVAR NIELSEN,1855,1938,1855-1938,Norway,veterinarian,human,male,dansk-norsk dyrlege.
peLNi,,,,LARS,NIELSEN,LARS NIELSEN,1824,1865,1824-1865,,,human,,norsk apoteker og bankmann.
peMN,Q6007777,,,MARTINIUS (Martinus Valdemar),NIELSEN,MARTINIUS (Martinus Valdemar) NIELSEN,1859,1928,1859-1928,Denmark,actor,human,male,dansk skuespiller og teaterdirektør.
peONie,Q4969425,17201354,,ODA [LAURENZE HELMINE],NIELSEN,ODA [LAURENZE HELMINE] NIELSEN,1851,1936,1851-1936,Denmark,actor,human,female,dansk skuespillerinne.
pePEN,,,,PETER (Peder Even),NIELSEN,PETER (Peder Even) NIELSEN,1818,1861,1818-1861,,,human,,norsk skuespiller og regissør.
pePNi,,,,PETER (Jean Pierre Louis/Johan Peter Ludvig),NIELSEN,PETER (Jean Pierre Louis/Johan Peter Ludvig) NIELSEN,1808,1900,1808-1900,,,human,,dansk-norsk skuespiller.
