XML_ID,Wikidata_ID,Viaf_ID,NHRP_ID,Given_Name,Surname,Name,Year_of_Birth,Year_of_Death,Lifespan,Instance,Gender,Country_of_citizenship,Occupation,Letters_Received,Times_Mentioned,Brief_Description,Spouses_Name,Spouses_ID
peOM,,,,OVE,MOSSIN,OVE MOSSIN,1850,1912,1850-1912,human,male,Norway,police inspector,1,0,norsk politiinspektør.,,
peEMo,Q1807063,142669607,pf01052721005398,ERNST,MOTZFELDT,ERNST MOTZFELDT,1842,1915,1842-1915,human,male,Norway,"lawyer, politician",0,3,norsk jurist og politiker.,"ELSE GRAM, MARGRETHE GRAM","noID, noID"
peOVM,,,,OTTO VALDEMAR,MOURIER,OTTO VALDEMAR MOURIER,1843,1922,1843-1922,human,male,Denmark,gardener,0,3,dansk gartner.,,
peMou,,,,,MOUTHON,MOUTHON,,,,human,male,,"teacher, language teacher",0,1,språklærer i Dresden.,,
peOAM,,,,OLE ANDREAS,MOXNESS,OLE ANDREAS MOXNESS,1844,1913,1844-1913,human,male,Norway,,0,1,norsk fabrikkeier.,,
peAMu,,,,[ANNA MARIE] AMALIE,MUNCH,[ANNA MARIE] AMALIE MUNCH,1832,1905,1832-1905,human,female,,married to,1,2,dansk-norsk dikterhustru.,,
peAnM,Q499674,17211702,pd00000012818921,ANDREAS,MUNCH,ANDREAS MUNCH,1811,1884,1811-1884,human,male,Norway,author,0,7,norsk forfatter.,,
pePAM,Q561632,61898457,pl00000000000001,PETER ANDREAS,MUNCH,PETER ANDREAS MUNCH,1810,1863,1810-1863,human,male,Norway,"geographer, historian, linguist",0,2,"norsk historiker, geograf og språkforsker.",,
peAMun,Q41580,9841576,,AXEL [MARTIN FREDRIK],MUNTHE,AXEL [MARTIN FREDRIK] MUNTHE,1857,1949,1857-1949,human,male,Sweden,"author, doctor",0,1,svensk lege og forfatter.,,
peGM,Q1009816,9957971,pf01036373008237,GERHARD [PETER FRANTZ WILHELM],MUNTHE,GERHARD [PETER FRANTZ WILHELM] MUNTHE,1849,1929,1849-1929,human,male,Norway,painter,0,3,norsk maler.,,
peAdM,Q179680,54151927,,ALFRED,MUSSET,ALFRED MUSSET,1810,1857,1810-1857,human,male,France,author,0,1,fransk forfatter.,,
peCAM,,,,CHRISTOPHER ANDREAS,MYHLENPHORT,CHRISTOPHER ANDREAS MYHLENPHORT,1837,1891,1837-1891,human,male,Norway,consul,2,4,norsk konsul.,,peMaEb
peMMy,,,,MARIE,MYHLENPHORT,MARIE MYHLENPHORT,1845,,1845-,human,female,,married to,0,2,norsk konsulhustru.,CHRISTOPHER ANDREAS MYHLENPHORT,peCAM
peMLMy,,,,MARIE LOUISE,MYHLENPHORT,MARIE LOUISE MYHLENPHORT,1884,1885,1884-1885,human,female,Norway,consul,0,1,norsk konsuldatter.,,
peCaMu,Q16760886,,pf01038310007691,CARL [ARNOLDUS],MÜLLER,CARL [ARNOLDUS] MÜLLER,1818,1893,1818-1893,human,male,Norway,teacher,0,2,norsk skolemann.,,
peHHMu,,,,HILDUR [HEGERMANN],MÜLLER,HILDUR [HEGERMANN] MÜLLER,1840,,1840-,human,female,,married to,0,2,norsk kjøpmannshustru.,TOBIAS [ALEXANDER] MÜLLER,peTM
peLuM,Q2582588,53145971395132330035,pd00000007442146,LUDVIG [AUGUST],MÜLLER,LUDVIG [AUGUST] MÜLLER,1868,1922,1868-1922,human,male,Norway,"actor, author",0,1,"norsk skuespiller, teatersjef og dramatisk forfatter.",SIGNE GRIEG/GRIEG-MÜLLER,peSGM
peCoM,,,,CONSTANCE,MÜLLER,CONSTANCE MÜLLER,1834,1914,1834-1914,human,female,,married to,1,0,tysk-norsk malerhustru.,MORTEN MÜLLER,peMorM
peMorM,Q518139,55221517,,MORTEN,MÜLLER,MORTEN MÜLLER,1828,1911,1828-1911,human,male,Norway,painter,2,0,norsk maler,,
peOTFM,Q23720602,55233634,pf01038310007699,OTTO [THOTT FRITZNER],MÜLLER,OTTO [THOTT FRITZNER] MÜLLER,1864,1944,1864-1944,human,male,Norway,"politician, teacher",0,1,norsk skolemann og politiker.,,
peSOM,Q4992359,74634692,,SOPHUS [OTTO],MÜLLER,SOPHUS [OTTO] MÜLLER,1846,1934,1846-1934,human,male,Denmark,archaeologist,0,1,dansk arkeolog.,,
peTM,,,,TOBIAS [ALEXANDER],MÜLLER,TOBIAS [ALEXANDER] MÜLLER,1830,,1830-,human,male,Norway,"merchant, ship-owner",1,1,norsk kjøpmann og skipsreder.,HILDUR [HEGERMANN] MÜLLER,peHHMu
peMyr,,,,,MYRON,MYRON,,,,human,male,Greece,sculptor,0,1,gresk billedhugger.,,
peFPM,Q16649941,274166467,pf01038027003561,FRANTZ PECKEL,MØLLER,FRANTZ PECKEL MØLLER,1834,1901,1834-1901,human,male,Norway,"pharmacist, chemist",0,1,norsk kjemiker og farmasøyt.,,
peSMo,Q12002040,,pf01037979002748,SOPHIE [MAREN],MØLLER,SOPHIE [MAREN] MØLLER,1840,1920,1840-1920,human,female,Norway,"teacher, botanist",1,1,norsk lærerinne og botaniker.,,
peBiM,Q865168,12614777,,[CARL] BIRGER,MÖRNER,[CARL] BIRGER MÖRNER,1867,1930,1867-1930,human,male,Sweden,"author, diplomat",1,0,svensk diplomat og forfatter.,,
peHJN,,,,[HANS] JACOB,NANDRUP,[HANS] JACOB NANDRUP,1829,1907,1829-1907,human,male,Norway,"advocate, sheriff",2,9,norsk sakfører og lensmann.,,
peBN,Q4898939,27943806,,BETTY [ANNA MARIE],NANSEN,BETTY [ANNA MARIE] NANSEN,1873,1943,1873-1943,human,female,Denmark,"actor, theatre director, director",1,0,"dansk skuespillerinne, instruktør og teaterdirektør.",PETER NANSEN,pePN
peFNa,Q72292,24638086,pf01052705005243,FRIDTJOF,NANSEN,FRIDTJOF NANSEN,1861,1930,1861-1930,human,male,Norway,"scientist, diplomat, humanist, polar explorer",0,4,"norsk naturforsker, polarfarer, humanist og diplomat.",,
pePN,Q4349086,27834098,,PETER,NANSEN,PETER NANSEN,1861,1918,1861-1918,human,male,Denmark,"author, publishing director",5,0,dansk forfatter og forlagsdirektør.,BETTY [ANNA MARIE] NANSEN,peBN
peNa1,Q517,106964661,,,,NAPOLEON 1.,1769,1821,1769-1821,"human, Emperor",male,France,"Emperor, general",0,1,fransk general og keiser.,,
peNap3,Q7721,88934487,,,,NAPOLEON 3.,1808,1873,1808-1873,"human, Emperor",male,France,Emperor,0,2,fransk keiser.,,
peJAWN,Q67183,20475650,,JOHANN AUGUST WILHELM,NEANDER,JOHANN AUGUST WILHELM NEANDER,1789,1850,1789-1850,human,male,Germany,"historian, church historian",0,3,tysk kirkehistoriker.,,
peTNe,,,,THORA [ELISABETH],NEELSEN,THORA [ELISABETH] NEELSEN,1848,1917,1848-1917,human,female,Norway,actor,0,2,norsk skuespillerinne.,OLAF HANSSON,peOHa
peNel,,,,FRANKLIN E.,NEL[…],FRANKLIN E. NEL[…],,,,human,male,,collector of autographs,0,1,"ikke identifisert, sannsynligvis autografsamler og identisk med brevets mottager.",,
peKNe,,,,KNUD [HVEBORG/WEBERG],NERGAARD,KNUD [HVEBORG/WEBERG] NERGAARD,1802,1855,1802-1855,human,male,Norway,civil servant,0,1,norsk embetsmann (,,
peNeum,,,,herr,NEUMANN,herr NEUMANN,,,,human,male,Germany,sculptor,0,1,"tysk billedhugger, ikke identifisert.",,
peFN,Q2042868,30434956,,FREDRIKKE [LUISE],NIELSEN,FREDRIKKE [LUISE] NIELSEN,1837,1912,1837-1912,human,female,Norway,"actor, preacher",1,4,"norsk skuespillerinne, senere religiøs forkynner.",,
peHaNi,Q20871740,,pf01052359008756,HARALD [ANDREAS],NIELSEN,HARALD [ANDREAS] NIELSEN,1831,1882,1831-1882,human,male,Norway,"actor, director, theatre manager",0,5,"norsk skuespiller, regissør og teaterleder.",FREDRIKKE [LUISE] NIELSEN,peFN
pePINie,Q63323593,93149066342965600227,,[PETER] IVAR,NIELSEN,[PETER] IVAR NIELSEN,1855,1938,1855-1938,human,male,"Norway, Denmark","veterinarian, doctor",0,1,dansk-norsk dyrlege.,,
peLNi,,,,LARS,NIELSEN,LARS NIELSEN,1824,1865,1824-1865,human,male,Norway,,0,1,norsk apoteker og bankmann.,,
peMN,Q6007777,,,MARTINIUS (Martinus Valdemar),NIELSEN,MARTINIUS (Martinus Valdemar) NIELSEN,1859,1928,1859-1928,human,male,Denmark,"actor, theatre director",1,1,dansk skuespiller og teaterdirektør.,ODA [LAURENZE HELMINE] NIELSEN,peONie
peONie,Q4969425,17201354,,ODA [LAURENZE HELMINE],NIELSEN,ODA [LAURENZE HELMINE] NIELSEN,1851,1936,1851-1936,human,female,Denmark,actor,1,0,dansk skuespillerinne.,MARTINIUS (Martinus Valdemar) NIELSEN,peMN
pePEN,,,,PETER (Peder Even),NIELSEN,PETER (Peder Even) NIELSEN,1818,1861,1818-1861,human,male,Norway,"actor, director",0,1,norsk skuespiller og regissør.,,
pePNi,,,,PETER (Jean Pierre Louis/Johan Peter Ludvig),NIELSEN,PETER (Jean Pierre Louis/Johan Peter Ludvig) NIELSEN,1808,1900,1808-1900,human,male,"Norway, Denmark",actor,0,3,dansk-norsk skuespiller.,,
peRaN,Q4589060,41824905,pf01036392044706,RAGNA [VILHELMINE],NIELSEN,RAGNA [VILHELMINE] NIELSEN,1845,1924,1845-1924,human,female,Norway,"suffragette, pedagog, publicist",1,1,"norsk pedagog og skolebestyrerinne, kvinnesaksforkjemper og publisist.",LUDVIG NIELSEN,noID
peRNi,Q4994374,5826798,,RASMUS,NIELSEN,RASMUS NIELSEN,1809,1884,1809-1884,human,male,Denmark,philosopher,0,3,dansk filosof.,,
peCNie,Q94752887,17988298,,CLEMENCE (Clementine),NIELSSEN,CLEMENCE (Clementine) NIELSSEN,1842,1928,1842-1928,human,female,Austria,painter,0,2,østerriksk dyremalerinne.,JOHAN [MARTIN] NIELSSEN,peJNie
peJNie,Q17120056,65116900,pf01036575017275,JOHAN [MARTIN],NIELSSEN,JOHAN [MARTIN] NIELSSEN,1835,1912,1835-1912,human,male,Norway,painter,0,1,norsk maler.,,
peHNR,Q96769,3236875,,HEDWIG,NIEMANN-RAABE,HEDWIG NIEMANN-RAABE,1844,1905,1844-1905,human,female,Germany,actor,0,3,tysk skuespillerinne.,,
peNik2,Q40787,34465066,,,,NIKOLAI 2.,1868,1918,1868-1918,human,male,,Tsar,1,0,tsar av Russland 1894-1917.,,
peANil,,,,ANDREAS,NILSEN,ANDREAS NILSEN,1822,1898,1822-1898,human,male,Norway,shipping agent,0,1,norsk skipsmegler.,,
peRN,,,,RANDOLPH (eller Randulph),NILSEN,RANDOLPH (eller Randulph) NILSEN,1826,1909,1826-1909,human,male,Norway,"ship-owner, master sailmaker",1,0,norsk seilmakermester og skipsreder.,,
peWEN,,,,WENCHE [ELISABETH],NILSEN,WENCHE [ELISABETH] NILSEN,1830,,1830-,human,female,,married to,0,1,norsk skipsrederhustru.,,
peJSN,Q2367502,61076511,,[JOHAN] SEVERIN,NILSON,[JOHAN] SEVERIN NILSON,1846,1918,1846-1918,human,male,Sweden,"photographer, painter",0,1,svensk maler og fotograf.,,
peEN,Q1782618,5716501,pd00000011324311,ERIKA [RØRING MØINICHEN] LIE,NISSEN,ERIKA [RØRING MØINICHEN] LIE NISSEN,1845,1903,1845-1903,human,female,Norway,"pianist, pedagog, music teacher",0,3,norsk pianistinne og musikkpedagog.,,
peONi,Q1783691,229929628,pf01036392073550,[ELIAS GOTTLIEB] OSCAR [EGEDE],NISSEN,[ELIAS GOTTLIEB] OSCAR [EGEDE] NISSEN,1843,1911,1843-1911,human,male,Norway,"editor, politician, doctor, social reformer",1,0,"norsk lege, sosialreformator, redaktør og politiker.",ERIKA [RØRING MØINICHEN] LIE NISSEN,peEN
peANo,Q23810,241927177,,ALFRED [BERNHARD],NOBEL,ALFRED [BERNHARD] NOBEL,1833,1896,1833-1896,human,male,Sweden,"industrialist, inventor",0,1,svensk oppfinner og industrimann.,,
peMKN,,,,MARTIN KRISTIAN,NORBY,MARTIN KRISTIAN NORBY,1847,1929,1847-1929,human,male,Norway,civil servant,0,1,norsk embetsmann.,,
peAENo,Q156749,89262581,,ADOLF ERIK,NORDENSKIÖLD,ADOLF ERIK NORDENSKIÖLD,1832,1901,1832-1901,human,male,Sweden,"geographer, geologist",0,1,"finsk-svensk polarforsker, geograf og geolog.",,
peGN,Q1505512,45339296,,GEORG [GUSTAF],NORDENSVAN,GEORG [GUSTAF] NORDENSVAN,1855,1932,1855-1932,human,male,Sweden,"author, art historian, historian, critic",1,0,"svensk forfatter, kritiker, kunsthistoriker og teaterhistoriker.",,
peRiN,Q366629,66652602,,RIKARD,NORDRAAK,RIKARD NORDRAAK,1842,1866,1842-1866,human,male,Norway,composer,0,1,norsk komponist.,,
peCPN,,,,CARL PETER [ANTON DIÜRENDAHL],NYBLINN,CARL PETER [ANTON DIÜRENDAHL] NYBLINN,1818,1883,1818-1883,human,male,Norway,photographer,0,1,norsk fotograf.,,
peCRN,Q6019298,64235719,,CARL RUPERT,NYBLOM,CARL RUPERT NYBLOM,1832,1907,1832-1907,human,male,Sweden,"art historian, poet, historian, littérateur",2,1,svensk litteratur- og kunsthistoriker og dikter.,,
peCVN,Q12304936,263382598,,CARTHON [KRISTOFFER] VALDEMAR,NYHOLM,CARTHON [KRISTOFFER] VALDEMAR NYHOLM,1829,1912,1829-1912,human,male,Denmark,"lawyer, politician",0,2,dansk jurist og politiker.,,
peON,Q96023274,113145970191332251518,pf01036392100734,OLINUS,NYHUUS,OLINUS NYHUUS,1844,1936,1844-1936,human,male,Norway,botanist,1,0,norsk botaniker.,,
peANy,Q6020503,53490256,,[GUSTAF] ALFRED,NYSTRÖM,[GUSTAF] ALFRED NYSTRÖM,1844,1897,1844-1897,human,male,Sweden,sculptor,0,2,svensk billedhugger.,DAGMAR WEBER,noID
peGNa,,,,G.,NÆSS,G. NÆSS,,,,human,male,,,0,1,ikke identifisert.,,
peAO,Q363502,311067444,,ADOLF,OBERMÜLLNER,ADOLF OBERMÜLLNER,1833,1898,1833-1898,human,male,Austria,painter,0,2,østerriksk landskapsmaler.,,
peSO,Q539525,69039405,pf01053290003538,SIGBJØRN,OBSTFELDER,SIGBJØRN OBSTFELDER,1866,1900,1866-1900,human,male,Norway,author,1,0,norsk forfatter.,,
peDO,,,,DETLOF,ODELSTJERNA,DETLOF ODELSTJERNA,1817,1892,1817-1892,human,male,Sweden,military officer,0,1,svensk offiser.,,
peAGOe,Q168356,27105324,,ADAM [GOTTLOB],OEHLENSCHLÄGER,ADAM [GOTTLOB] OEHLENSCHLÄGER,1779,1850,1779-1850,human,male,Denmark,author,0,1,dansk forfatter.,,
peHOl,Q1803038,96407934,,[OLE] HENRIK [BENEDICTUS],OLRIK,[OLE] HENRIK [BENEDICTUS] OLRIK,1830,1890,1830-1890,human,male,Denmark,"sculptor, painter",0,2,dansk maler og billedhugger.,,
peMO,,,,MARIE [ELEONORE],OLSEN,MARIE [ELEONORE] OLSEN,1855,1941,1855-1941,human,female,,married to,0,1,norsk komponisthustru.,OLE OLSEN,peOOl
peOO,Q19384404,,,[IVER] OLAUS,OLSEN,[IVER] OLAUS OLSEN,1856,1927,1856-1927,human,male,Norway,"actor, theatre director",9,5,norsk skuespiller og teaterdirektør.,,
peOOl,Q1926647,8157309,pf01038400001130,OLE,OLSEN,OLE OLSEN,1850,1927,1850-1927,human,male,Norway,"composer, conductor",1,0,norsk komponist og dirigent.,MARIE [ELEONORE] OLSEN,peMO
peRO,Q7360778,5657149296203380670000,,ROLF,OLSEN,ROLF OLSEN,1818,1864,1818-1864,human,male,Norway,"author, lawyer, politician",0,1,"norsk jurist, politiker og forfatter.",,
peUMO,Q75488966,,,URANIA MARQUARD,OLSEN,URANIA MARQUARD OLSEN,1856,1932,1856-1932,human,female,"Norway, Denmark",actor,0,1,dansk-norsk skuespillerinne.,,
peBO,,,,BOYE,ORDING,BOYE ORDING,1829,1906,1829-1906,human,male,Norway,vicar,0,1,norsk prest.,KAREN ELISE BLOM HANSEN,noID
peFO,Q5499508,12683071,,FREDRIK [CHRISTIAN WILDHAGEN],ORDING,FREDRIK [CHRISTIAN WILDHAGEN] ORDING,1870,1929,1870-1929,human,male,Norway,"author, teacher",1,0,norsk skolemann og forfatter.,MARIE MATHILDE BIRKELAND,noID
peKongO1,Q52926,31969433,,,,OSCAR 1. (Joseph-Françoise-Oscar el. Joseph Frantz Oscar),1799,1859,1799-1859,"human, King",male,,King,1,0,konge av Sverige og Norge 1844-59.,,
peKongO2,Q52924,45613338,,,,OSCAR 2. (Oscar Fredrik),1829,1907,1829-1907,"human, King",male,,King,6,21,hertug av Östergötland og konge av Sverige 1872-1907 og Norge 1872-1905.,SOFIE [WILHELMINE MARIANE HENRIETTE] (Sophie; i Sverige Sofia eller Sophia),peDroS
peODL,Q3357358,32061579,,,OSSIP-LOURIÉ (Osip Davydovic Luré),OSSIP-LOURIÉ (Osip Davydovic Luré),1869,1955,1869-1955,human,male,"France, Russia",littérateur,2,0,fransk-russisk litterat.,,
peAOs,Q15454150,3241609,,ALBERT,OSTERRIETH,ALBERT OSTERRIETH,1865,1926,1865-1926,human,male,Germany,lawyer,0,1,tysk jurist.,,
peVO,Q84517016,40148806,,VICTOR,OTTMANN,VICTOR OTTMANN,1869,1944,1869-1944,human,male,Germany,"author, translator",1,0,"tysk forfatter, reiseskildrer og oversetter (Anker 2, 115; DBI 3. utg.).",,
peTO,Q6031489,76682986,,THOMAS,OVERSKOU,THOMAS OVERSKOU,1798,1873,1798-1873,human,male,Denmark,"author, historian, stage director, director",0,5,"dansk forfatter, sceneinstruktør og teaterhistoriker.",,
peLPal,Q377125,68905854,,[ADOLF ARNOLD] LOUIS,PALANDER,[ADOLF ARNOLD] LOUIS PALANDER,1842,1920,1842-1920,human,male,Sweden,,0,1,svensk polarforsker.,,
peFPa,Q1055843,24873539,,FILIPPO,PALIZZI,FILIPPO PALIZZI,1818,1899,1818-1899,human,male,Italy,painter,0,1,italiensk figur- og dyremaler.,,
pePaLu,Q15727314,22882480,,LUIGI,PALMA,LUIGI PALMA,1837,1899,1837-1899,human,male,Italy,jurist,0,1,italiensk rettslærd.,,
pePLPa,Q369314,10641094,,PETER LUDVIG,PANUM,PETER LUDVIG PANUM,1820,1885,1820-1885,human,male,Denmark,physiologist,0,1,dansk fysiolog.,,
peSPa,Q4979526,227441467,pf01037045022180,SOFIE [MARIE],PARELIUS,SOFIE [MARIE] PARELIUS,1823,1902,1823-1902,human,female,Norway,actor,1,10,norsk skuespillerinne.,,
peEPas,,,,ELMIRE,PASSARGE,ELMIRE PASSARGE,,,,human,female,,married to,0,2,tysk jurist- og forfatterhustru.,,
peLP,,,,LUDWIG/LOUIS,PASSARGE,LUDWIG/LOUIS PASSARGE,1825,1912,1825-1912,human,male,Germany,"author, civil servant",6,3,tysk embetsmann og forfatter.,,
pePaula,,,,PAULA,,PAULA,,,,human,male,,,0,1,ikke identifisert.,,
peEPa,Q921675,58306123,,EDE,PAULAY,EDE PAULAY,1836,1894,1836-1894,human,male,,"actor, director",0,1,"ungarsk skuespiller, regissør og teatardirektør.",,
peJP,Q4585515,26734695,,JOHN [OLAF],PAULSEN,JOHN [OLAF] PAULSEN,1851,1924,1851-1924,human,male,Norway,author,3,13,norsk forfatter.,,
peCPa,Q2014562,,pf01058304002294,CHRISTIAN [CORNELIUS],PAUS,CHRISTIAN [CORNELIUS] PAUS,1800,1879,1800-1879,human,male,Norway,civil servant,1,1,norsk embetsmann.,,
peCBP,Q5111962,,pd00000012451815,CHRISTOPHER BLOM,PAUS,CHRISTOPHER BLOM PAUS,1810,1898,1810-1898,human,male,Norway,merchant,2,0,norsk kjøpmann.,,
peHJPa,Q11975064,,pv00000002024484,HENRIK JOHAN,PAUS,HENRIK JOHAN PAUS,1799,1893,1799-1893,human,male,Norway,bailiff,0,1,norsk fogd.,,
peKPa,,,,LINA/KAROLINE (Johanne Caroline),PAUS,LINA/KAROLINE (Johanne Caroline) PAUS,1813,1902,1813-1902,human,male,Norway,rentier,3,0,norsk rentenist.,,
peMPa,,,,MINE (Else Marie Rasmine Jørgine),PAUS,MINE (Else Marie Rasmine Jørgine) PAUS,1817,1914,1817-1914,human,female,,married to,0,2,norsk kjøpmannshustru.,,
peGLP,,,,[GERHARD] LOUIS,PEDERSEN,[GERHARD] LOUIS PEDERSEN,1843,1932,1843-1932,human,male,Norway,actor,0,1,norsk skuespiller.,,
peTPe,Q6039339,154676225,,THOROLF,PEDERSEN,THOROLF PEDERSEN,1858,1942,1858-1942,human,male,Denmark,"painter, theatre painter",0,1,dansk maler og teatermaler.,,
peGPe,Q1232089,2057726,,GYULA,PÉKAR,GYULA PÉKAR,1867,1937,1867-1937,human,male,,"author, politician",0,1,ungarsk forfatter og politiker.,,
peKP,Q1733655,69725671,,KARL [AUGUST FRANZ SALES],PERFALL,KARL [AUGUST FRANZ SALES] PERFALL,1824,1907,1824-1907,human,male,Germany,"composer, lawyer, theatre manager",0,4,"tysk jurist, komponist og teaterleder.",,
peNP,Q6042511,24426220,,NILS [EDVARD],PERSONNE,NILS [EDVARD] PERSONNE,1850,1928,1850-1928,human,male,Sweden,"actor, translator, historian, director",1,0,"svensk skuespiller, regissør, oversetter og teaterhistoriker.",,
pePeter,,,,PETER,,PETER,,,,human,male,,,0,1,ikke identifisert.,,
peWP,Q12010647,96581529,pf01037045021502,WILHELM [OTTO],PETERS,WILHELM [OTTO] PETERS,1851,1935,1851-1935,human,male,Norway,"painter, illustrator",2,1,"norsk maler, tegner, grafiker og dekorativ kunstner.",,
peCP,Q5131269,30590280,,[CHRISTOPHER MATHIAS] CLEMENS,PETERSEN,[CHRISTOPHER MATHIAS] CLEMENS PETERSEN,1834,1918,1834-1918,human,male,Denmark,"literary critic, littérateur, critic",3,13,dansk litteraturkritiker.,,
peFrPet,Q4585168,235488382,pf01037045149043,FREDRIK,PETERSEN,FREDRIK PETERSEN,1839,1903,1839-1903,human,male,Norway,theologian,0,1,norsk teolog.,,
peJPe,Q97538735,,,[FREDERIK] JULIUS,PETERSEN,[FREDERIK] JULIUS PETERSEN,1844,1917,1844-1917,human,male,Denmark,"actor, theatre director",1,5,dansk skuespiller og teaterdirektør.,,
peNMP,Q352777,445091,,NIELS MATTHIAS,PETERSEN,NIELS MATTHIAS PETERSEN,1791,1862,1791-1862,human,male,Denmark,"historian, philologist",0,1,dansk filolog og historiker.,,
peOP,,,,[THEODOR] OTTO [ELIOT],PETERSEN,[THEODOR] OTTO [ELIOT] PETERSEN,1862,1945,1862-1945,human,male,Denmark,"actor, theatre director, impresario",1,1,"dansk impresario, skuespiller og teaterdirektør.",,
pePPe,Q7174877,,,PETER [JOHAN KAY],PETERSEN,PETER [JOHAN KAY] PETERSEN,1821,1896,1821-1896,human,male,Norway,businessman,0,2,norsk forretningsmann.,,
pePPet,Q24228929,,pf01052055034285,PETER,PETERSEN,PETER PETERSEN,1835,1894,1835-1894,human,male,"Norway, Denmark",photographer,0,1,dansk-norsk fotograf.,,
peRP,Q28358002,59145970351532252809,,RICHARD,PETERSEN,RICHARD PETERSEN,1821,1908,1821-1908,human,male,Norway,civil servant,0,2,norsk embetsmann.,,
peSiP,Q6044800,56338495,,[PETER] SIEGWART [BLUMENTHAL],PETERSEN,[PETER] SIEGWART [BLUMENTHAL] PETERSEN,1826,1878,1826-1878,human,male,Norway,teacher,0,4,"norsk skolemann (Anker 2, 34).",,
peSP,,,,SOPHIE,PETERSEN,SOPHIE PETERSEN,1838,1925,1838-1925,human,female,,married to,1,0,norsk kjøpmannshustru.,JACOB PETERSEN,noID
peVVP,Q2069221,,,VILHELM [VALDEMAR],PETERSEN,VILHELM [VALDEMAR] PETERSEN,1830,1913,1830-1913,human,male,Denmark,architect,0,2,dansk arkitekt.,,
peWPe,Q97920117,,,WILLIAM [ANDREAS],PETERSEN,WILLIAM [ANDREAS] PETERSEN,1862,1942,1862-1942,human,male,Denmark,"actor, theatre director",2,1,dansk skuespiller og teaterdirektør.,,
peHGP,,,,HENRIK GEORG,PETERSEN[-GADE],HENRIK GEORG PETERSEN[-GADE],1853,1922,1853-1922,human,male,"Norway, United States of America",doctor,0,1,norsk-amerikansk lege.,,
peEP,Q739176,64749933,pf01036373008105,[HJALMAR] EILIF [EMANUEL],PETERSSEN,[HJALMAR] EILIF [EMANUEL] PETERSSEN,1852,1928,1852-1928,human,male,Norway,painter,2,13,norsk maler.,NICOLINE RAVN,noID
peMaP,,,,MAGDA (Frederikke Magdalene),PETERSSEN,MAGDA (Frederikke Magdalene) PETERSSEN,1855,1931,1855-1931,human,female,,married to,0,2,norsk malerhustru.,[HJALMAR] EILIF [EMANUEL] PETERSSEN,peEP
peLPe,,,,LILLI,PETRI,LILLI PETRI,1864,1915,1864-1915,human,female,Germany,actor,0,1,tysk skuespillerinne.,,
peFvP,,,,FRIEDRICH,PFEUFER,FRIEDRICH PFEUFER,,,,human,male,Germany,military officer,0,1,tysk offiser.,,
pePf,,,,fru,PFEUFER,fru PFEUFER,,,,human,female,,married to,0,1,tysk offisershustru.,,
pePfe,,,,frøken von,PFEUFFER,frøken von PFEUFFER,,,,human,male,,,0,1,"ikke identifisert, jf. kommentar til brevet.",,
peph,,,,,,P.H.,,,,human,male,,,0,1,ikke identifisert.,,
peFP,Q1403729,10590744,,FELIX,PHILIPPI,FELIX PHILIPPI,1851,1921,1851-1921,human,male,Germany,"author, director",1,0,tysk forfatter og regissør.,,
peGPh,Q18592621,313473207,,GUSTAV,PHILIPSEN,GUSTAV PHILIPSEN,1853,1925,1853-1925,human,male,Denmark,"politician, bookseller",0,1,dansk bokhandler og politiker.,,
pePGP,Q17341826,316528846,,PHILIP GERSON,PHILIPSEN,PHILIP GERSON PHILIPSEN,1812,1877,1812-1877,human,male,Denmark,"publisher, bookseller",0,1,dansk bokhandler og forlegger.,,
pePJP,,234149294278780521386,,POVEL [JOHANNES] (Johansen),PHØNIXBERG,POVEL [JOHANNES] (Johansen) PHØNIXBERG,1679,1729,1679-1729,human,male,Denmark,"author, journalist, book printer",0,1,"dansk viseforfatter, journalist og boktrykker.",,
peAuPi,Q769588,39418525,,AUGUSTO,PIERANTONI,AUGUSTO PIERANTONI,1840,1911,1840-1911,human,male,Italy,jurist,0,1,italiensk rettslærd.,,
peAP,,,,"prinsesse, f. Adelaide Nathan David",PIGNATELLI,"prinsesse, f. Adelaide Nathan David PIGNATELLI",1796,1891,1796-1891,human,male,,,0,1,,,
peKvP,Q505758,50018904,,KARL [THEODOR] VON,PILOTY,KARL [THEODOR] VON PILOTY,1826,1886,1826-1886,human,male,Germany,painter,0,2,tysk historiemaler.,,
peVP,Q6050039,310508810,,[JOHAN] VICTORINUS,PINGEL,[JOHAN] VICTORINUS PINGEL,1834,1919,1834-1919,human,male,Denmark,"politician, philologist, geologist",1,0,"dansk filolog, geolog og politiker.",,
peCEP,Q5040087,837154983526267860009,,CARL EDWARD WILHELM,PIPER,CARL EDWARD WILHELM PIPER,1820,1891,1820-1891,human,male,Sweden,,1,0,svensk envoyé.,,
peBaP,Q77915,40279033,,BALTZAR [BOGISLAUS] VON,PLATEN,BALTZAR [BOGISLAUS] VON PLATEN,1766,1829,1766-1829,"human, Count",male,Sweden,"military officer, Count",0,1,svensk offiser og greve.,,
peCPP,Q347860,25386264,,CARL [PARMO],PLOUG,CARL [PARMO] PLOUG,1813,1894,1813-1894,human,male,Denmark,"author, politician, journalist",0,5,"dansk forfatter, journalist og politiker.",,
